qid	docid	relevance	ranking_1	ranking_2	ranking_3	ranking_4	ranking_5	ranking_6	ranking_7	ranking_8	ranking_9	ranking_10	ranking_11	ranking_12	ranking_13	ranking_14	ranking_15	ranking_16	ranking_17	ranking_18	ranking_19	ranking_20	ranking_21	ranking_22	ranking_23	ranking_24	ranking_25	ranking_1_rank	ranking_2_rank	ranking_3_rank	ranking_4_rank	ranking_5_rank	ranking_6_rank	ranking_7_rank	ranking_8_rank	ranking_9_rank	ranking_10_rank	ranking_11_rank	ranking_12_rank	ranking_13_rank	ranking_14_rank	ranking_15_rank	ranking_16_rank	ranking_17_rank	ranking_18_rank	ranking_19_rank	ranking_20_rank	ranking_21_rank	ranking_22_rank	ranking_23_rank	ranking_24_rank	ranking_25_rank	rrf	squared_rrf	mrrf
12987	GX035-17-1710089	0	0	0	0	0	0	348	0	348	348	0	348	109	0	0	340	0	124	52	329	0	0	320	133	0	0	0	0	0	0	0	5	0	5	5	0	5	1	0	0	2	0	10	11	3	0	0	4	6	0	0	0.1690806887719757	1.6296533516988063	0.5387695854802576
12987	GX037-30-10419313	1	115	0	0	128	128	60	0	60	60	216	60	0	0	226	9	108	129	2	69	0	0	16	0	0	0	7	0	0	9	9	32	0	32	32	9	32	0	0	7	44	9	9	16	27	0	0	39	0	0	0	0.19016131758096402	0.11290295482636704	0.5106913312558692
12987	GX041-39-9647500	0	0	189	177	0	0	398	0	398	398	119	398	0	0	35	259	86	0	0	290	0	0	0	0	0	0	0	2	3	0	0	1	0	1	1	18	1	0	0	36	7	11	0	0	5	0	0	0	0	0	0	0.16520749367126042	4.433641761877693	0.5209794588836221
12987	GX041-98-4045887	0	98	23	27	0	0	199	0	199	199	21	199	0	0	13	204	43	0	0	71	0	0	221	0	0	0	13	26	24	0	0	13	0	13	13	36	13	0	0	41	13	14	0	0	26	0	0	8	0	0	0	0.16588940931229934	0.06229117932486817	0.4435275035374253
12987	GX058-35-4172361	1	0	0	0	0	0	161	0	161	161	324	161	1	0	283	199	0	0	0	155	0	0	188	1	0	0	0	0	0	0	0	17	0	17	17	2	17	19	0	4	14	0	0	0	14	0	0	14	27	0	0	0.14839510546832152	0.3457887781137825	0.4177992028303091
12987	GX072-75-9842470	0	6	9	8	165	165	50	0	50	50	10	50	25	0	6	72	0	0	0	37	0	204	67	33	0	0	33	29	29	4	4	35	0	35	35	39	35	11	0	43	28	0	0	0	34	0	1	28	18	0	0	0.2030536424927154	1.147526951005025	0.5170568204073536
12987	GX077-43-15001291	1	0	0	0	0	0	204	0	204	204	0	204	19	0	356	210	0	161	118	210	0	0	232	26	0	0	0	0	0	0	0	12	0	12	12	0	12	13	0	1	12	0	8	7	10	0	0	6	20	0	0	0.17110500212888052	1.1169503230286195	0.5069205087761341
12987	GX094-15-12519782	0	5	7	5	168	168	45	0	45	45	5	45	34	0	2	20	0	0	0	31	0	203	63	45	0	0	34	30	30	3	3	36	0	36	36	41	36	10	0	45	38	0	0	0	36	0	2	29	17	0	0	0.20095648101637179	0.4955980212272037	0.5087178000859538
12987	GX095-59-3543938	1	0	0	0	0	0	163	0	163	163	327	163	3	0	284	197	0	0	0	154	0	0	190	4	0	0	0	0	0	0	0	16	0	16	16	1	16	18	0	3	15	0	0	0	15	0	0	13	26	0	0	0.14971175404424508	1.1461078694572284	0.42542838012863593
12987	GX109-12-4813677	0	62	48	47	104	104	5	0	5	5	48	5	12	0	100	19	0	0	0	5	0	60	3	17	0	0	16	18	17	15	15	48	0	48	48	27	48	14	0	18	39	0	0	0	44	0	14	47	22	0	0	0.19526822802931226	0.039432921214270986	0.4752783112595349
12987	GX111-95-16448615	0	1	1	1	169	169	39	0	39	39	1	39	37	0	20	109	0	0	0	27	0	183	59	47	0	0	35	32	31	2	2	37	0	37	37	42	37	9	0	40	23	0	0	0	37	0	6	30	16	0	0	0.2019547372269509	0.5547088432000501	0.5129303761105088
12987	GX114-04-1357838	0	157	178	178	0	0	144	0	144	144	100	144	0	0	52	121	29	0	0	228	0	14	169	0	0	0	4	4	2	0	0	20	0	20	20	19	20	0	0	29	22	18	0	0	8	0	18	15	0	0	0	0.18714857844086522	0.4172675433976824	0.5237977264270344
12987	GX114-07-16354437	0	54	103	104	0	0	80	0	80	80	68	80	0	0	39	79	33	0	0	133	0	11	106	0	0	0	21	8	7	0	0	27	0	27	27	21	27	0	0	32	27	16	0	0	17	0	19	20	0	0	0	0.17396657866912466	0.06104012443496046	0.45126679625792987
12987	GX115-92-14106953	0	9	15	14	171	171	54	0	54	54	17	54	41	0	8	56	0	0	0	42	0	198	72	52	0	0	32	28	28	1	1	34	0	34	34	38	34	8	0	42	31	0	0	0	33	0	3	27	15	0	0	0.2060931014751155	2.142758358760191	0.534128893719261
12987	GX133-09-0445673	0	0	0	0	0	0	380	0	380	380	311	380	11	0	199	312	0	0	0	230	0	0	330	15	0	0	0	0	0	0	0	4	0	4	4	4	4	15	0	10	3	0	0	0	7	0	0	2	23	0	0	0.1647196616555407	0.7103540779891037	0.5136978094618995
12987	GX133-37-3667129	0	170	172	163	0	0	290	0	290	290	208	290	0	0	89	218	0	0	0	225	0	151	311	0	0	0	2	5	4	0	0	8	0	8	8	11	8	0	0	20	11	0	0	0	9	0	9	5	0	0	0	0.19100131376994384	0.4987202836445261	0.5826438779859053
12987	GX133-39-1611613	0	55	104	105	0	0	146	0	146	146	129	146	0	0	75	155	143	0	0	132	0	10	104	0	0	0	20	7	6	0	0	19	0	19	19	17	19	0	0	22	18	7	0	0	18	0	20	21	0	0	0	0.18380401240418076	0.09864117323561636	0.50220725025309
12987	GX141-13-11519722	0	57	74	74	0	0	178	0	178	178	131	178	0	0	145	186	0	0	0	127	0	3	197	0	0	0	19	11	10	0	0	15	0	15	15	16	15	0	0	13	16	0	0	0	19	0	22	12	0	0	0	0.1731184408082826	0.06432262670291868	0.47789562916711303
12987	GX157-41-9218371	0	64	59	53	116	116	9	0	9	9	56	9	71	0	66	6	0	0	0	11	0	19	19	87	0	0	15	15	15	13	13	45	0	45	45	25	45	6	0	25	45	0	0	0	41	0	15	37	11	0	0	0.20132534363435348	0.07264881788210939	0.5067480582376406
12987	GX158-45-11711547	0	41	55	58	0	0	131	0	131	131	83	131	0	0	91	144	0	0	0	102	0	7	156	0	0	0	23	16	13	0	0	22	0	22	22	20	22	0	0	19	20	0	0	0	24	0	21	16	0	0	0	0.16275176895184174	0.03565824965122224	0.42228847026759286
12987	GX163-26-8689575	0	58	75	75	0	0	179	0	179	179	133	179	0	0	148	230	0	0	0	126	0	2	198	0	0	0	18	10	9	0	0	14	0	14	14	15	14	0	0	12	10	0	0	0	20	0	23	11	0	0	0	0.17579367110474395	0.07988397289778643	0.493192752808266
12987	GX167-23-7836730	0	59	76	76	0	0	78	0	78	78	66	78	0	0	40	87	31	0	0	125	0	1	102	0	0	0	17	9	8	0	0	28	0	28	28	23	28	0	0	31	25	17	0	0	21	0	24	22	0	0	0	0.1718746799154764	0.050593877457889985	0.4401905825617628
12987	GX180-10-9839939	0	10	16	15	0	0	69	0	69	69	20	69	90	0	37	150	0	0	0	51	0	188	83	111	0	0	31	27	27	0	0	29	0	29	29	37	29	3	0	34	19	0	0	0	32	0	5	26	8	0	0	0.1809881268365216	0.18209786826712987	0.46100288973119713
12987	GX186-49-1477774	0	29	27	24	94	94	2	0	2	2	25	2	6	0	36	4	0	0	0	1	0	139	6	8	0	0	27	25	25	18	18	50	0	50	50	35	50	17	0	35	47	0	0	0	47	0	10	44	25	0	0	0.18542536477739002	0.03045935827092191	0.42794171079985066
12987	GX189-08-10342006	0	38	46	37	118	118	7	0	7	7	43	7	76	0	68	13	0	0	0	8	0	174	11	95	0	0	24	19	20	12	12	47	0	47	47	29	47	5	0	24	41	0	0	0	43	0	7	40	10	0	0	0.19957009282942167	0.09779990910719306	0.5001630447442467
12987	GX193-10-0612195	0	28	32	32	138	138	18	0	18	18	42	18	68	0	65	21	0	0	0	33	0	15	32	83	0	0	28	24	23	8	8	42	0	42	42	30	42	7	0	26	37	0	0	0	35	0	17	35	12	0	0	0.1998462450474231	0.07418588380487079	0.49741417149737804
12987	GX203-67-5537595	0	34	37	36	102	102	3	0	3	3	41	3	9	0	42	16	0	0	0	3	0	191	7	13	0	0	25	22	21	16	16	49	0	49	49	31	49	16	0	30	40	0	0	0	46	0	4	43	24	0	0	0.19124902289597906	0.08734463953332675	0.4570760029755006
12987	GX204-21-6539043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	368	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	12	0	0	0	0	0	0	0	0	0	0.04566694689645509	1.0469444444444445	0.14449925945750372
12987	GX210-94-1717660	0	46	71	71	0	0	159	0	159	159	67	159	0	0	219	254	0	0	0	117	0	103	116	0	0	0	22	12	11	0	0	18	0	18	18	22	18	0	0	9	8	0	0	0	22	0	12	17	0	0	0	0.17191535091888366	0.07212826444339236	0.47235093943591955
12987	GX211-14-12088184	0	152	67	66	0	0	67	0	67	67	62	67	102	0	138	63	0	0	0	56	0	61	84	124	0	0	5	13	12	0	0	30	0	30	30	24	30	2	0	14	30	0	0	0	30	0	13	25	7	0	0	0.19157481790716477	0.3442917458304821	0.5154992360729755
12987	GX212-72-16574481	0	23	131	131	0	0	334	0	334	334	138	334	0	0	164	301	0	0	0	262	0	111	332	0	0	0	29	6	5	0	0	6	0	6	6	14	6	0	0	11	4	0	0	0	6	0	11	1	0	0	0	0.19123063157085746	1.2919866937449207	0.5861208385709588
12987	GX215-29-9976248	0	33	49	48	74	74	1	0	1	1	47	1	22	0	55	3	0	173	172	4	0	171	1	30	0	0	26	17	16	20	20	51	0	51	51	28	51	12	0	28	48	0	7	4	45	0	8	48	19	0	0	0.22138182373049578	0.12754421153972223	0.5526610944636907
12987	GX220-37-2287906	0	65	60	54	119	119	8	0	8	8	55	8	79	0	69	5	0	0	0	10	0	18	18	98	0	0	14	14	14	11	11	46	0	46	46	26	46	4	0	23	46	0	0	0	42	0	16	38	9	0	0	0.20283911725494183	0.11757898935019236	0.5167853792374036
12987	GX251-07-9613426	0	0	0	0	10	10	56	0	56	56	301	56	0	0	104	0	148	189	142	180	0	0	49	159	0	0	0	0	0	22	22	33	0	33	33	5	33	0	0	16	0	6	6	6	12	0	0	31	5	0	0	0.18166056742912928	0.18302993649124868	0.4984280055331946
12987	GX251-29-4606266	1	0	0	0	2	2	61	0	61	61	321	61	0	0	343	11	123	190	51	204	0	0	28	165	0	0	0	0	0	24	24	31	0	31	31	3	31	0	0	2	42	8	5	12	11	0	0	36	4	0	0	0.19367709780064124	0.5034180698553099	0.532109649214089
12987	GX255-76-2950400	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	210	196	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	5	0	0	0	0	0	0	0	0.06301166351569577	0.4636111111111111	0.20545650845107552
12987	GX256-02-6605864	1	0	0	0	121	121	98	0	98	98	0	128	0	0	0	125	170	197	104	309	0	0	10	186	0	0	0	0	0	10	10	24	0	24	24	0	23	0	0	0	21	5	3	9	4	0	0	41	3	0	0	0.17582897692198973	0.36702905142990877	0.5015150199308711
12987	GX257-31-3609840	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0.03200204813108039	0.3611111111111111	0.10596358910098402
12987	GX267-18-5633487	1	105	0	0	96	96	14	0	14	14	191	14	0	0	225	35	38	207	4	55	0	0	5	0	0	0	11	0	0	17	17	43	0	43	43	13	43	0	0	8	35	15	2	15	31	0	0	45	0	0	0	0.181132832189543	0.3001299946350232	0.46652646912751816
12987	GX267-85-9556119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0.030679156908665108	1.01	0.09783746884517616
12987	GX268-71-13873941	0	0	0	0	1	1	389	0	389	389	0	389	0	0	0	287	221	0	0	0	0	0	0	0	0	0	0	0	0	25	25	3	0	3	3	0	3	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0.11879953326433558	1.4876444444444445	0.37039962281917194
13019	GX000-00-0000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.01639344262295082	1.0	0.055608815374244655
13019	GX000-00-7521656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	261	0	1	232	282	0	177	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	23	2	4	0	10	0	5	0	0	0.10400868523560905	0.43216813694601974	0.32206500097776036
13019	GX000-03-15265109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	17	0	0	0	0	0	0	0	0.0251821349382325	0.005526323314936086	0.06567312259621344
13019	GX000-06-14504138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	149	401	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	10	1	0	6	0	0	0	0	0.05817635107252593	1.0400453514739227	0.17687779341371213
13019	GX000-19-9961259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	5	120	345	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	13	2	0	11	0	0	0	0	0.07280561206025515	1.266681622573231	0.22164619221655513
13019	GX000-24-7658420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	229	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	1	0	0.04492468634406796	1.1138811942136042	0.14089796299387086
13019	GX001-45-12354278	0	6	20	18	12	12	2	0	2	2	41	2	0	0	19	25	1	12	155	4	0	1	2	134	0	0	16	12	12	19	19	29	0	29	29	9	29	0	0	27	28	18	18	9	33	0	27	28	9	0	0	0.2367837015925745	0.07751420248413124	0.6169025867150839
13019	GX002-00-10384723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	0	0	0	0	0	0	0	0.027912386121341344	0.02386837087776287	0.08099470180738674
13019	GX002-40-9397284	0	3	1	4	0	0	140	0	140	140	1	140	0	0	1	0	3	0	0	137	0	184	129	0	0	0	17	17	16	0	0	7	0	7	7	16	7	0	0	32	0	16	0	0	17	0	8	7	0	0	0	0.17863703641353956	0.14074175166390085	0.5118429291070774
13019	GX002-46-8373813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0	0	0.02854251012145749	0.04390625	0.08479941240135273
13019	GX003-46-12959719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	0	0	0.028958333333333336	0.06694444444444445	0.08730352551716725
13019	GX003-53-1366794	0	0	0	0	44	44	77	0	77	77	0	77	0	0	0	207	0	24	95	128	0	127	94	0	0	0	0	0	0	15	15	13	0	13	13	0	13	0	0	0	8	0	14	15	18	0	16	10	0	0	0	0.16327803825746912	0.07472168295600072	0.46027345308569256
13019	GX005-10-3785856	0	22	117	124	59	59	36	0	36	36	179	36	0	0	173	211	186	0	0	16	0	9	32	153	0	0	10	4	4	11	11	18	0	18	18	3	18	0	0	15	7	3	0	0	28	0	24	19	6	0	0	0.2360696591339807	0.4445089167596168	0.6852533900041197
13019	GX005-72-2731420	0	0	0	0	0	0	185	0	186	186	0	186	0	8	73	115	167	0	209	185	0	164	178	122	0	0	0	0	0	0	0	4	0	4	4	0	4	0	2	19	14	5	0	6	8	0	12	4	10	0	0	0.1938423896833542	0.6707193461410418	0.6007303243535261
13019	GX007-26-11581590	0	7	12	9	39	39	5	0	5	5	35	5	0	0	31	47	2	0	0	5	0	5	7	0	0	0	15	13	14	16	16	27	0	27	27	10	27	0	0	25	22	17	0	0	32	0	26	25	0	0	0	0.19833301113455837	0.04994528922978049	0.5120068416744484
13019	GX008-05-4569589	0	56	121	125	122	122	100	0	100	100	0	100	0	0	20	5	0	0	0	41	0	106	96	69	0	0	5	3	3	6	6	9	0	9	9	0	9	0	0	26	30	0	0	0	23	0	21	9	13	0	0	0.21072896555789108	0.3921716665191463	0.6194824865162165
13019	GX011-05-11671338	0	0	0	0	11	11	17	0	17	17	0	17	0	0	179	67	0	48	130	72	0	121	23	0	0	0	0	0	0	20	20	23	0	23	23	0	23	0	0	14	19	0	13	12	21	0	18	21	0	0	0	0.1644639023170315	0.040916731944922194	0.431580588273569
13019	GX013-68-13202839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	22	0	0	0	0	0	0	0	0.0260840108401084	0.009010560146923783	0.07068860998841894
13019	GX017-77-3276608	0	84	133	170	124	124	102	0	102	102	0	102	0	0	35	41	0	0	0	44	0	140	98	78	0	0	2	1	1	5	5	8	0	8	8	0	8	0	0	24	23	0	0	0	22	0	13	8	12	0	0	0.21695015569084375	2.4266791901895903	0.6556232112762111
13019	GX024-12-15333322	0	35	43	43	53	53	28	0	28	28	207	28	0	0	38	77	115	0	0	14	0	126	19	0	0	0	8	8	8	12	12	20	0	20	20	2	20	0	0	23	17	8	0	0	29	0	17	22	0	0	0	0.2141836352001166	0.34845483962661644	0.5987141891521514
13019	GX024-37-1492518	0	17	73	119	60	60	34	0	34	34	216	34	0	0	64	37	178	89	178	19	0	15	28	0	0	0	11	7	5	10	10	19	0	19	19	1	19	0	0	20	24	4	11	8	26	0	23	20	0	0	0	0.24498852919576686	1.1962481815152946	0.6971200307204843
13019	GX029-45-7112383	0	0	0	0	23	23	156	0	156	156	0	156	0	0	0	58	114	93	78	329	0	193	0	0	0	0	0	0	0	17	17	5	0	5	5	0	5	0	0	0	20	9	10	16	3	0	7	0	0	0	0	0.17274723916557655	0.3271916186136764	0.5177752055439935
13019	GX029-46-4405256	0	0	0	0	7	7	62	0	62	62	0	62	0	0	303	98	113	94	110	220	0	238	132	0	0	0	0	0	0	22	22	15	0	15	15	0	15	0	0	7	15	10	9	14	7	0	5	6	0	0	0	0.19373576879630916	0.16239627776424312	0.5576206462605471
13019	GX029-65-11258704	2	12	41	41	46	46	26	0	26	26	162	26	4	0	39	4	0	0	0	7	0	112	16	49	0	0	13	9	9	14	14	21	0	21	21	6	21	2	0	22	31	0	0	0	31	0	19	23	16	0	0	0.22241188715462173	0.3403746454088842	0.6085730214799806
13019	GX041-52-13384425	0	1	6	6	129	129	82	0	82	82	11	82	0	0	197	318	9	0	0	22	0	29	72	81	0	0	18	15	15	4	4	12	0	12	12	12	12	0	0	12	2	14	0	0	25	0	22	13	11	0	0	0.23545602360490311	0.4515917544006787	0.67901459659058
13019	GX048-04-7919522	0	0	0	0	81	81	96	0	96	96	0	96	0	0	321	198	0	0	0	144	0	268	78	0	0	0	0	0	0	9	9	10	0	10	10	0	10	0	0	5	10	0	0	0	15	0	3	11	0	0	0	0.15908955030816635	0.23851137639016426	0.47700907497142425
13019	GX050-34-14864250	0	16	8	11	0	0	208	0	208	208	5	208	0	0	6	0	117	0	0	157	0	183	191	0	2	0	12	14	13	0	0	3	0	3	3	14	3	0	0	30	0	7	0	0	14	0	9	3	0	2	0	0.2041514090581875	0.867588235601056	0.6217070705595772
13019	GX050-45-15785250	0	11	3	2	48	48	8	0	8	8	3	8	0	0	13	158	11	0	0	2	0	272	8	32	0	0	14	16	17	13	13	25	0	25	25	15	25	0	0	29	12	13	0	0	34	0	1	24	19	0	0	0.2178660427042957	1.0545691733664242	0.583887265724828
13019	GX061-74-16617689	0	39	132	168	134	134	70	0	70	70	166	70	0	0	50	51	6	0	0	31	0	8	62	57	0	0	7	2	2	3	3	14	0	14	14	5	14	0	0	21	21	15	0	0	24	0	25	14	15	0	0	0.23690914482714498	0.8249007369614512	0.6905438321527699
13019	GX130-55-5897648	0	0	74	72	0	0	143	0	143	143	10	143	0	1	4	0	14	0	0	163	0	0	136	13	0	0	0	6	7	0	0	6	0	6	6	13	6	0	4	31	0	12	0	0	11	0	0	5	20	0	0	0.18685360133365922	0.28646370189819714	0.5602103451580498
13019	GX147-29-12595389	0	0	0	0	0	0	0	0	0	0	0	0	0	9	93	151	0	0	251	175	0	131	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	17	13	0	0	1	10	0	15	0	8	0	0	0.10179745834188972	2.039446811820215	0.30871019300469976
13019	GX154-99-8471232	0	0	0	0	0	0	0	0	0	0	0	0	2	0	186	188	0	0	0	179	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	11	0	0	0	9	0	0	0	17	0	0	0.07113591966245708	0.1410986203091445	0.2103720108297144
13019	GX157-68-7468667	0	0	0	0	0	0	0	0	0	0	0	0	9	0	383	277	0	0	0	241	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	0	0	0	5	0	0	0	14	0	0	0.07731001414403055	2.1076020408163263	0.24849732913575473
13019	GX165-02-1215012	0	0	82	104	0	0	256	0	256	256	70	256	0	0	354	0	123	0	0	0	0	0	243	0	0	0	0	5	6	0	0	1	0	1	1	7	1	0	0	4	0	6	0	0	0	0	0	1	0	0	0	0.15820523193672817	5.178463718820861	0.518636760361065
13019	GX171-72-8394762	0	64	24	24	0	0	0	0	0	0	69	0	0	2	16	0	198	0	0	160	0	0	0	37	0	0	4	11	11	0	0	0	0	0	0	8	0	0	3	28	0	1	0	0	12	0	0	0	18	0	0	0.12883939300645297	1.2170714111325582	0.3857507152819911
13019	GX186-47-13176286	0	51	38	39	0	0	216	0	214	214	22	214	0	0	240	0	23	0	0	0	0	0	202	0	0	0	6	10	10	0	0	2	0	2	2	11	2	0	0	10	0	11	0	0	0	0	0	2	0	0	0	0.16682283338348763	1.3243067033976126	0.5254305754032449
13019	GX224-63-5759602	0	0	0	0	83	83	95	0	95	95	0	95	0	0	373	199	0	0	0	143	0	267	77	0	0	0	0	0	0	8	8	11	0	11	11	0	11	0	0	3	9	0	0	0	16	0	4	12	0	0	0	0.15878734599683172	0.2611153358075706	0.47554113647767576
13019	GX233-75-10041705	0	0	0	0	119	119	0	0	0	0	0	0	0	0	0	225	0	165	19	0	0	0	0	256	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	6	0	8	18	0	0	0	0	1	0	0	0.08892209921657669	1.0873055240614764	0.2740609870954676
13019	GX237-14-10633420	0	75	0	0	2	2	13	0	13	13	0	13	0	0	293	35	0	175	9	113	0	270	41	151	0	0	3	0	0	24	24	24	0	24	24	0	24	0	0	8	25	0	7	19	19	0	2	17	7	0	0	0.19805542274681814	0.4385694781258329	0.5487047408584947
13019	GX241-35-0809659	0	147	0	0	21	21	39	0	39	39	0	39	0	0	285	92	0	183	0	80	0	0	48	0	0	0	1	0	0	18	18	17	0	17	17	0	17	0	0	9	16	0	6	0	20	0	0	16	0	0	0	0.16244257846041618	1.0704496267461232	0.45817242231216515
13019	GX242-90-16462646	0	0	0	0	3	3	18	0	18	18	0	18	0	0	198	69	0	187	0	240	0	0	55	248	0	0	0	0	0	23	23	22	0	22	22	0	22	0	0	11	18	0	5	0	6	0	0	15	2	0	0	0.15978038933734146	0.3456182859316273	0.44531733787712036
13019	GX253-14-3511924	0	0	0	0	140	140	47	0	46	46	0	46	0	0	376	7	0	198	0	159	0	0	39	201	0	0	0	0	0	2	2	16	0	16	16	0	16	0	0	2	29	0	4	0	13	0	0	18	3	0	0	0.17027178960825673	0.9494287512696038	0.5063995652250877
13019	GX256-42-13868969	0	0	0	0	0	0	6	0	6	6	177	6	0	0	77	32	0	0	0	10	0	139	5	198	0	0	0	0	0	0	0	26	0	26	26	4	26	0	0	18	27	0	0	0	30	0	14	26	4	0	0	0.1383289252024216	0.14306776349714892	0.3656030210150293
13019	GX257-84-10134092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	20	0	0	0	0	0	0	0	0.028373015873015873	0.11361111111111111	0.08446545290125171
13019	GX257-89-16011257	0	0	0	0	141	141	0	0	0	0	0	0	0	0	0	281	0	209	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	21	0	0	0	0	0	0	0	0.07713461238932771	2.363378684807256	0.24871915644565754
13019	GX259-96-5890860	0	33	0	0	8	8	4	0	4	4	0	4	0	0	154	34	188	218	143	18	0	108	3	0	0	0	9	0	0	21	21	28	0	28	28	0	28	0	0	16	26	2	1	11	27	0	20	27	0	0	0	0.1915199464864068	1.290876354196674	0.5147121220230569
13033	GX000-48-6514756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	2	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	13	3	0	0	0	0	0	0	0	0.043656153052255696	0.12529273368434207	0.132010755102784
13033	GX031-36-8011117	0	145	43	28	41	43	43	0	43	44	249	42	0	0	290	411	118	47	0	26	0	44	60	0	0	0	2	3	6	2	2	10	0	10	8	2	10	0	0	1	1	4	12	0	8	0	7	7	0	0	0	0.25996108802326157	3.3103996598639456	0.8249792127157775
13033	GX037-61-2588936	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	2	0.04838709677419355	0.75	0.16148834704024279
13033	GX038-41-1440943	0	28	7	30	0	0	227	0	227	213	141	224	0	0	192	0	125	89	0	108	0	70	223	0	0	0	7	7	5	0	0	3	0	3	2	7	3	0	0	5	0	3	11	0	5	0	4	2	0	0	0	0.21638960060727727	1.19643339705028	0.6929713194452797
13033	GX047-08-3175084	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	92	0	104	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	10	6	0	0	0	0	0	0	0	0.06098218721169541	1.0655555555555554	0.19284224478987974
13033	GX047-40-9111017	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	34	33	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0.04918032786885246	3.0	0.16682644612273395
13033	GX053-53-1429228	0	164	109	137	0	0	250	0	250	247	186	245	0	0	1	72	137	126	0	162	0	42	252	0	0	0	1	1	2	0	0	2	0	2	1	3	2	0	0	12	7	2	9	0	3	0	8	1	0	0	0	0.23597786152750444	5.527545508944319	0.770071739940821
13033	GX058-84-14852798	0	38	36	10	26	24	29	0	29	31	157	26	0	0	29	127	34	132	0	14	0	1	37	0	0	0	6	4	8	3	3	11	0	11	9	5	11	0	0	8	4	8	8	0	9	0	10	10	0	0	0	0.2521661486384929	0.5469847464544434	0.7753010154163417
13033	GX072-01-5056165	0	136	98	91	0	0	197	0	197	190	183	193	0	0	84	201	111	173	0	160	0	47	171	0	0	0	3	2	3	0	0	4	0	4	3	4	4	0	0	7	3	5	7	0	4	0	6	3	0	0	0	0.23400598842793113	1.2266496598639454	0.7557561382493119
