qid	docid	relevance	ranking_1	ranking_2	ranking_3	ranking_4	ranking_5	ranking_6	ranking_7	ranking_8	ranking_9	ranking_10	ranking_11	ranking_12	ranking_13	ranking_14	ranking_15	ranking_16	ranking_17	ranking_18	ranking_19	ranking_20	ranking_21	ranking_22	ranking_23	ranking_24	ranking_25
12387	GX272-54-0790803	1	190	62	101	3	6	10	0	11	21	54	11	0	0	129	4	16	259	5	24	0	220	10	0	0	0
12458	GX000-36-16315726	0	92	0	0	0	0	171	0	239	345	83	246	0	0	1	284	0	1	0	172	0	103	160	0	0	0
12458	GX000-61-14701157	0	107	7	1	0	0	0	0	0	0	2	0	0	0	0	0	25	5	0	115	0	102	0	0	0	0
12458	GX004-58-10714648	2	0	0	0	0	0	0	0	419	0	0	0	0	0	0	265	0	20	0	350	0	0	0	0	0	0
12458	GX008-20-6027710	2	0	0	0	113	0	434	0	367	318	377	334	0	0	0	245	0	0	31	0	0	0	83	0	0	0
12458	GX009-21-16231508	1	0	0	160	0	0	41	0	33	80	53	49	0	0	215	332	0	38	0	18	0	0	14	322	0	0
12458	GX012-56-9591046	2	0	0	0	0	0	257	0	334	0	0	0	0	0	46	0	0	59	0	64	0	47	213	0	0	0
12458	GX021-08-3262176	0	30	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12458	GX024-18-5941007	0	0	190	51	0	0	428	0	0	0	43	259	0	0	0	315	28	119	0	178	0	79	0	172	0	0
12458	GX043-86-10176921	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
12458	GX047-29-2130764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
12458	GX060-04-14839059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	32
12458	GX064-44-9007235	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
12458	GX065-08-0661325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7
12458	GX242-91-10415334	2	23	0	0	28	18	5	0	2	3	181	14	0	0	245	7	82	287	237	165	0	0	7	200	0	0
12458	GX245-56-10330830	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12458	GX249-74-14271946	1	0	125	53	0	0	450	0	0	0	1	341	0	0	126	364	158	296	0	7	0	121	0	0	0	0
12471	GX000-15-15817018	0	0	0	0	0	0	143	0	84	260	332	346	0	0	0	0	0	1	0	132	0	0	185	0	0	0
12471	GX014-75-11826955	0	0	196	0	0	0	0	0	0	0	0	0	0	0	31	0	243	0	0	0	0	0	0	0	0	0
12471	GX238-67-12024335	0	138	61	50	0	0	73	0	94	127	10	18	0	0	4	66	64	0	0	0	0	1	61	0	0	0
12471	GX245-64-10561029	0	0	0	137	0	0	117	0	147	115	0	331	0	0	60	199	115	0	0	0	0	136	76	0	0	0
12471	GX247-18-3847401	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
12471	GX261-99-5713453	0	0	82	117	56	87	47	0	37	15	97	13	0	0	79	5	10	0	0	0	0	148	65	64	0	0
12471	GX264-60-8088323	0	0	0	0	12	7	0	0	0	0	0	310	0	0	0	0	225	0	0	0	0	0	0	0	0	0
12471	GX266-34-2335801	0	0	0	0	1	6	0	0	0	0	65	156	0	0	0	219	0	0	34	0	0	0	0	0	0	0
12491	GX020-38-3086877	1	118	0	177	0	0	96	0	69	65	41	69	0	0	31	81	76	46	19	44	0	116	92	0	0	0
12491	GX026-30-3391418	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	11	14
12491	GX031-57-6363665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	70
12491	GX033-50-3866396	1	36	5	9	75	152	2	0	1	4	5	1	0	0	7	28	0	68	9	4	0	63	2	4	0	0
12491	GX044-87-13516940	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1
12491	GX238-29-10972552	0	0	151	191	19	60	26	0	54	23	131	54	0	0	285	2	30	181	0	104	0	0	28	0	0	0
12491	GX261-93-15055712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
12491	GX267-80-11614714	1	0	164	189	96	13	24	0	15	16	85	15	0	0	86	41	50	264	79	187	0	0	20	0	0	0
12508	GX000-03-4262376	0	0	0	0	0	0	272	0	0	375	0	0	0	0	0	276	0	1	0	0	0	0	377	0	0	0
12508	GX000-25-7873738	0	0	0	0	0	0	235	0	0	355	353	0	0	0	0	0	0	2	0	0	0	0	369	0	0	0
12508	GX000-31-12094357	0	0	0	0	0	0	237	0	0	357	0	0	0	0	0	272	0	3	171	0	0	0	361	214	0	0
12508	GX001-19-7103216	0	0	0	0	0	0	285	0	0	0	0	0	0	0	0	258	0	0	0	0	3	0	392	0	0	0
12508	GX001-42-9392022	1	1	3	3	0	0	21	0	79	20	3	79	3	0	1	17	2	0	181	3	0	65	32	6	0	0
12508	GX004-33-11421578	2	12	18	18	80	119	2	0	2	2	17	2	0	0	15	3	1	12	38	1	0	2	2	0	0	0
12508	GX005-50-6699589	2	73	29	76	90	128	4	0	7	4	24	7	0	0	53	1	3	15	14	12	0	5	3	0	0	0
12508	GX011-77-16031975	0	0	0	0	2	4	28	0	70	24	266	70	0	0	288	67	110	35	34	173	0	0	26	0	0	0
12508	GX014-43-3267282	0	0	40	39	0	0	153	0	309	156	58	309	27	0	24	44	25	0	0	70	0	289	175	43	0	0
12508	GX014-69-13602416	0	0	46	45	0	0	147	0	303	150	52	303	66	0	29	49	36	0	0	64	0	282	169	97	0	0
12508	GX019-43-9897506	1	20	83	79	116	139	22	0	68	23	77	68	22	0	71	79	44	50	168	25	0	8	23	34	0	0
12508	GX025-95-13534713	0	0	75	85	0	0	79	0	205	79	85	205	0	0	32	36	83	0	0	109	0	307	103	18	0	0
12508	GX036-08-2958974	0	0	51	50	0	0	142	0	298	145	47	298	92	0	35	53	35	0	0	59	0	277	164	122	0	0
12508	GX036-42-4021294	0	65	7	7	169	149	283	0	78	267	10	78	0	0	2	0	60	0	0	5	0	0	236	1	0	0
12508	GX044-01-16118810	1	0	0	0	95	125	223	0	0	228	0	0	0	0	0	249	392	82	119	341	0	0	287	0	0	0
12508	GX045-39-7069598	0	139	5	5	0	0	315	0	177	306	1	177	0	0	12	0	102	0	0	76	0	0	302	32	0	0
12508	GX046-26-8283382	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	5
12508	GX055-55-10959882	1	13	31	28	117	140	18	0	56	19	31	56	1	0	66	81	276	0	178	18	0	6	19	4	0	0
12508	GX061-05-6338154	2	5	1	1	0	0	15	0	73	15	18	73	0	0	4	100	75	119	148	2	0	128	28	0	0	0
12508	GX063-19-15451004	2	0	0	253	0	0	56	0	120	52	224	120	77	0	303	71	108	122	1	118	0	45	48	108	0	0
12508	GX069-58-12464906	0	0	145	148	68	116	233	0	12	107	116	12	0	0	312	200	105	0	0	105	0	178	150	0	0	0
12508	GX069-59-1665304	0	0	168	179	146	162	250	0	28	123	131	28	0	0	343	205	131	0	0	152	0	188	196	0	0	0
12508	GX083-21-9808002	1	134	84	71	0	0	66	0	138	63	205	138	8	0	103	95	0	140	105	79	0	204	65	15	0	0
12508	GX134-81-8543919	2	0	141	120	0	0	68	0	132	67	97	132	125	0	68	14	51	163	11	107	0	14	61	157	0	0
12508	GX134-88-10421242	0	161	159	124	33	52	24	0	66	26	157	66	136	0	117	109	111	165	133	93	0	109	27	170	0	0
12508	GX147-21-10949537	0	0	0	0	5	7	98	0	193	91	323	193	26	0	267	132	368	171	147	254	2	0	112	42	0	0
12508	GX156-65-5493894	0	2	205	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	143	0	0
12508	GX247-11-2396009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4
12508	GX255-59-7386724	1	36	0	260	3	2	32	0	74	31	269	74	0	0	169	101	176	203	172	178	0	0	36	0	0	0
12522	GX000-30-13628612	0	0	0	0	0	0	280	0	247	343	217	282	0	0	0	0	0	2	0	0	0	0	342	0	0	0
12522	GX002-20-7220672	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12522	GX008-48-16377714	1	0	0	0	0	0	88	0	52	58	163	88	0	0	350	73	0	0	0	0	0	78	108	0	0	0
12522	GX011-91-4518189	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	3	3
12522	GX013-33-15164118	0	0	0	0	0	0	7	0	21	138	3	7	0	0	0	0	0	0	0	0	0	142	2	0	0	0
12522	GX027-63-11462261	0	0	0	0	0	0	163	0	216	0	221	162	0	0	328	0	0	46	0	180	1	0	171	0	0	0
12522	GX029-65-9837650	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	363	0	0	2	0	0	0	0	0	0	0
12522	GX033-33-6515678	0	28	103	47	0	160	27	0	35	24	97	27	0	0	18	48	0	64	153	16	0	61	11	21	0	0
12522	GX049-47-15090174	0	196	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1
12522	GX192-26-15782085	0	143	0	84	0	0	261	0	297	267	0	261	0	0	376	0	220	0	0	0	0	158	257	0	0	0
12522	GX228-08-5920206	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0	0	1	0	0	0	0	0	0	0
12522	GX229-93-11711935	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	344	0	0	13	0	0	0	0	160	0	0
12522	GX239-76-10748180	1	0	0	0	0	0	183	0	84	76	254	183	0	0	183	45	0	160	122	44	0	103	159	0	0	0
12522	GX246-27-3369731	0	0	0	20	192	0	176	0	224	319	173	176	0	0	0	0	0	173	0	37	0	216	185	0	0	0
12522	GX254-85-12780553	1	17	0	108	121	17	0	0	0	338	0	0	0	0	45	120	196	0	0	0	0	204	0	0	0	0
12522	GX261-95-8332564	0	53	0	3	0	0	61	0	100	59	12	61	0	0	28	131	2	210	0	3	0	1	44	0	0	0
12532	GX000-45-11506013	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	1	65	28	0	0	0	0	0	0
12532	GX009-73-16134462	2	7	1	1	11	25	1	101	1	1	1	1	0	0	1	1	1	5	1	1	0	0	1	1	0	0
12532	GX030-27-2185117	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	115	99
12532	GX050-84-16414987	0	0	140	12	0	0	70	0	26	58	5	36	0	0	101	0	0	11	60	4	0	0	29	0	0	0
12532	GX052-25-0403490	1	0	0	8	0	0	0	0	0	0	89	0	2	0	100	0	0	0	0	0	0	0	0	5	0	0
12532	GX080-41-15254463	0	3	0	0	0	42	0	0	0	0	0	0	0	0	7	132	0	0	0	0	0	0	0	0	0	0
12532	GX094-34-10728995	1	0	63	7	0	0	16	0	87	48	14	80	0	0	14	22	0	16	37	2	0	0	17	17	0	0
12532	GX106-89-7914145	0	6	2	126	0	0	0	0	0	0	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12532	GX180-16-7351317	0	35	0	75	0	0	20	0	156	106	0	147	0	0	95	198	0	0	0	0	0	1	23	0	0	0
12532	GX229-85-4046644	0	0	0	0	155	0	0	0	176	276	91	213	0	0	0	88	0	21	6	50	0	0	0	193	0	0
12532	GX242-97-13097751	1	0	0	0	92	0	131	0	46	54	27	46	62	0	0	142	30	37	11	13	0	0	76	93	0	0
12532	GX243-23-5137441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
12532	GX254-28-6159559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0
12532	GX262-10-2782399	2	0	0	204	1	1	0	0	2	2	9	2	57	0	54	6	20	58	63	31	0	0	201	86	0	0
12532	GX262-15-9663044	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12533	GX002-21-12092360	0	116	4	1	120	0	1	0	1	1	7	1	0	0	113	9	0	4	175	5	0	0	1	0	0	0
12533	GX010-52-16159345	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
12533	GX030-70-2893075	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	4
12533	GX056-82-12060916	0	119	14	38	0	0	9	0	10	6	10	10	0	0	146	105	0	37	182	11	0	155	9	0	0	0
12533	GX061-19-3351236	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	7	7
12533	GX067-74-8658979	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	130	0	3	0	0	0	0
12533	GX070-59-9741898	0	128	127	194	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	59	0	144	0	0	0	0
12533	GX074-62-7748702	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	8	0	0
12533	GX124-28-16459165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
12533	GX232-88-1481947	0	0	0	0	0	0	32	0	26	50	174	24	0	0	117	62	108	0	137	0	0	0	39	0	0	0
12533	GX238-88-6755295	0	0	5	3	0	0	94	0	89	102	2	79	0	0	56	0	2	123	0	22	0	0	75	152	0	0
12533	GX251-95-13289664	0	0	0	0	3	3	75	0	76	84	255	67	0	0	0	208	149	0	0	0	0	0	86	0	0	0
12533	GX253-22-16708658	0	0	3	2	0	0	2	0	2	2	4	2	0	0	22	116	0	147	106	35	0	0	2	0	0	0
12533	GX257-85-9901577	0	0	55	52	0	0	69	0	25	66	87	145	0	0	14	4	0	166	1	240	0	0	61	0	0	0
12533	GX259-09-1229453	0	0	0	0	101	107	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
12533	GX263-03-2273811	0	0	0	122	0	0	51	0	66	47	117	59	0	0	201	151	73	0	152	0	0	0	51	0	0	0
12537	GX000-18-3533448	1	0	125	0	7	47	8	0	1	1	188	1	0	0	204	3	172	2	18	144	0	278	4	0	0	0
12537	GX000-91-14162717	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	32	27
12537	GX001-17-0826597	0	64	4	2	0	0	29	0	32	16	2	32	0	0	1	1	2	0	0	2	0	1	28	0	0	0
12537	GX012-96-2221977	0	1	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12537	GX025-94-3808815	0	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12537	GX029-67-12700280	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12537	GX253-19-7153758	0	0	0	0	10	107	60	0	53	93	0	50	0	0	0	0	0	202	1	229	0	0	52	0	0	0
12537	GX260-77-7150220	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12564	GX000-02-11409186	1	0	0	0	0	0	0	0	0	0	212	246	0	0	0	0	176	1	0	354	0	0	0	0	0	0
12564	GX000-53-0053661	1	86	136	0	0	0	21	0	1	9	0	184	0	0	12	7	158	8	10	63	0	14	21	0	0	0
12564	GX001-88-0540568	0	0	0	0	0	0	0	0	0	0	214	281	0	0	0	0	123	14	0	298	0	0	0	0	0	0
12564	GX034-54-6352409	0	0	129	0	0	0	0	0	203	207	0	0	0	0	110	64	234	0	0	0	0	128	0	0	0	0
12564	GX122-70-14729866	0	57	51	0	0	0	68	0	38	57	0	262	0	0	10	35	212	220	0	68	0	115	66	0	0	0
12564	GX261-94-9867642	0	56	0	188	0	0	0	0	0	0	269	263	42	0	0	0	210	0	0	0	0	224	152	0	0	0
12564	GX262-81-12577932	0	0	0	0	1	2	0	0	0	0	274	174	0	0	0	0	127	0	0	0	0	0	0	0	0	0
12564	GX269-15-4603017	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12572	GX001-21-13683474	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0
12572	GX001-33-11468567	1	0	0	98	0	0	0	0	44	41	85	64	0	0	138	90	0	8	186	84	0	0	257	0	0	0
12572	GX001-58-1271673	0	0	0	0	0	0	234	0	0	0	271	0	0	0	0	0	0	11	187	288	0	0	277	0	0	0
12572	GX001-67-7515324	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	184	0	0	0	0
12572	GX003-53-12576799	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12572	GX003-61-6636640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	242	0	0	0	0	0	0
12572	GX003-79-14018033	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	17	0	0	0	0	0	0	0	0	0	0
12572	GX006-21-15654218	1	0	0	37	0	0	13	0	11	9	50	17	0	0	59	14	0	35	1	15	0	12	8	0	0	0
12572	GX006-42-8458889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
12572	GX008-40-5912567	0	0	0	106	0	0	0	0	0	0	291	0	0	0	0	0	111	0	0	39	0	0	0	0	0	0
12572	GX009-76-9123253	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	19	21
12572	GX009-85-4054530	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1
12572	GX018-32-7803940	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	11	13
12572	GX021-15-0098188	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12572	GX027-72-1333038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
12572	GX028-58-2330561	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	103	0	114	4	297	0	0	327	0	0	0
12572	GX037-53-13647061	1	0	0	119	0	0	105	0	106	52	133	103	0	0	0	85	0	151	86	67	0	171	72	0	0	0
12572	GX045-11-12178645	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	2
12572	GX046-39-0180607	0	0	0	0	0	0	0	0	179	126	0	0	0	0	0	50	0	169	88	280	0	0	0	0	0	0
12572	GX051-11-15205308	0	0	0	0	0	0	123	0	40	33	261	179	0	0	174	104	0	174	113	92	0	123	55	0	0	0
12572	GX058-83-16217730	0	0	0	0	0	0	0	0	0	0	154	234	130	0	0	0	38	194	0	161	0	0	0	0	0	0
12572	GX066-78-6176577	0	0	0	0	0	0	47	0	28	21	121	29	0	0	0	79	0	203	103	140	0	137	24	0	0	0
12572	GX090-04-6344940	0	0	21	12	0	0	28	0	26	17	16	42	0	0	55	136	3	216	0	7	0	11	21	87	0	0
12572	GX108-16-10295270	0	40	16	77	0	0	106	0	168	240	77	37	5	0	225	0	0	0	0	0	0	135	83	7	0	0
12572	GX134-93-16732660	0	110	37	19	17	103	2	0	2	2	33	2	0	0	29	1	0	230	169	2	0	28	2	0	0	0
12572	GX176-36-12023786	1	0	0	23	0	0	248	0	0	198	65	0	1	0	139	210	0	238	0	53	0	0	273	1	0	0
12572	GX204-58-10956008	0	21	2	2	0	0	8	0	20	11	1	15	0	0	2	21	45	0	0	8	0	10	11	19	0	0
12572	GX227-26-9372934	0	0	0	45	0	0	125	0	98	316	52	115	0	0	102	0	0	259	0	46	0	0	110	0	0	0
12572	GX247-33-11871432	0	0	0	140	0	0	0	0	70	108	95	74	0	0	201	213	0	272	129	201	0	111	295	0	0	0
12572	GX257-07-13399471	0	0	0	0	1	1	0	101	234	165	306	142	0	0	187	0	145	0	0	0	0	0	0	0	0	0
12572	GX260-87-14236781	0	0	0	0	3	3	0	0	80	169	290	119	0	0	0	235	119	0	0	0	0	0	0	0	0	0
12595	GX003-37-10833576	0	0	0	0	0	0	0	0	0	0	383	0	0	0	0	0	0	16	214	393	0	0	0	0	0	0
12595	GX004-26-5968862	1	0	55	92	0	0	175	0	175	171	138	175	0	0	210	164	0	22	241	118	0	84	169	0	0	0
12595	GX039-92-3892824	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
12595	GX053-38-11301825	0	0	10	20	0	0	54	0	54	137	30	54	0	0	65	72	28	142	0	45	0	4	46	18	0	0
12595	GX086-12-0364449	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	354	0	0	0	0	0	0	0	0	0	0
12595	GX239-52-10382323	1	0	0	0	26	1	292	0	292	319	409	295	0	0	369	330	195	0	0	0	0	0	313	0	0	0
12595	GX271-26-9994428	1	47	0	23	108	0	6	0	6	23	33	6	0	0	105	54	5	353	0	7	0	32	5	63	0	0
12595	GX272-36-2308109	0	9	0	1	0	0	207	0	207	180	6	207	0	0	11	145	12	0	0	8	0	108	198	0	0	0
12604	GX000-62-6517285	0	0	0	0	156	0	40	0	29	29	136	27	0	0	200	117	0	1	108	0	0	243	36	0	0	0
12604	GX000-64-16072568	0	0	0	0	0	0	38	0	30	20	112	29	0	0	135	28	0	2	164	297	0	113	32	0	0	0
12604	GX001-00-8922739	0	0	0	0	0	0	249	0	386	297	355	392	155	0	0	377	0	3	0	0	0	302	284	0	0	0
12604	GX002-37-0167632	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	9	9
12604	GX003-02-4664080	0	0	49	81	71	102	8	0	7	6	20	6	2	0	49	3	12	8	13	34	0	32	5	0	0	0
12604	GX008-52-4361230	0	0	114	140	0	0	213	0	54	128	29	56	0	0	126	198	20	15	74	189	0	3	181	0	0	0
12604	GX009-45-2019738	0	0	89	114	0	0	54	0	97	43	33	79	26	0	25	35	0	18	159	275	0	53	53	0	0	0
12604	GX009-48-7604962	0	0	0	0	0	0	162	0	229	165	340	255	0	0	387	290	0	19	184	0	2	331	166	0	0	0
12604	GX011-10-6626436	0	0	0	210	0	0	223	0	67	92	67	60	149	0	183	102	48	24	128	301	0	27	201	0	0	0
12604	GX011-27-0172939	1	0	0	0	0	0	0	0	401	383	372	408	63	0	131	350	179	0	261	0	0	0	0	51	0	0
12604	GX015-01-8226161	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
12604	GX018-72-4379723	0	0	68	39	0	0	119	0	200	180	2	191	33	0	19	138	34	31	282	285	0	17	113	0	0	0
12604	GX019-02-7000858	2	103	56	98	0	0	91	0	177	187	74	139	31	0	161	313	81	37	122	31	0	133	90	25	0	0
12604	GX019-16-8161608	0	0	36	47	99	142	7	0	18	10	40	16	0	0	13	6	228	41	82	91	0	23	9	0	0	0
12604	GX019-32-9305522	0	0	41	44	0	0	62	0	89	104	18	76	39	0	328	260	8	45	16	153	0	67	57	32	0	0
12604	GX019-75-14820162	1	107	13	19	85	124	3	0	11	4	5	10	18	0	28	12	1	48	44	33	0	1	3	14	0	0
12604	GX022-35-0669222	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0
12604	GX022-80-5400699	1	0	55	86	108	0	13	0	25	14	26	21	0	0	81	49	0	68	140	44	0	10	12	0	0	0
12604	GX022-81-9641834	1	0	197	196	91	115	11	0	10	12	92	13	0	0	118	17	0	69	3	243	0	192	10	0	0	0
12604	GX022-87-11697836	0	0	0	0	0	0	236	0	85	108	122	99	0	0	158	152	0	70	67	245	0	57	229	0	0	0
12604	GX026-02-10848232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
12604	GX026-33-9035298	2	0	71	85	0	0	2	0	3	5	1	2	0	0	3	10	30	79	132	13	0	4	2	0	0	0
12604	GX037-02-6952476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
12604	GX038-22-12382064	1	0	160	165	0	0	50	0	48	30	81	50	19	0	163	163	32	106	20	137	0	41	47	0	0	0
12604	GX040-24-10616537	0	0	91	107	150	0	214	0	55	89	41	55	0	0	166	166	10	109	199	93	0	13	188	0	0	0
12604	GX043-61-13164126	2	46	199	180	0	0	30	0	23	34	54	28	29	0	37	54	82	116	172	18	0	61	30	23	0	0
12604	GX045-35-5019047	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1
12604	GX046-17-10633617	0	27	3	8	18	0	0	0	0	0	0	0	0	0	0	0	118	0	0	4	0	0	0	0	0	0
12604	GX046-42-12319693	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	6	2
12604	GX050-97-1383461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	30
12604	GX054-30-9920946	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
12604	GX054-41-13883046	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
12604	GX054-67-12112353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
12604	GX059-17-16748316	2	19	1	1	130	0	93	0	172	100	6	116	0	0	4	65	197	159	259	24	0	46	91	0	0	0
12604	GX064-80-8245164	0	0	43	17	0	0	310	0	257	278	11	241	8	0	151	261	0	0	0	191	0	199	307	6	0	0
12604	GX068-01-5113535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
12604	GX068-03-16223744	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
12604	GX068-16-5780604	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	7	7
12604	GX068-60-14896165	2	105	6	3	0	0	70	0	144	82	7	128	0	0	5	76	198	0	267	30	0	114	71	0	0	0
12604	GX072-19-12301631	0	0	69	103	0	0	28	0	24	47	21	19	4	0	10	24	0	190	228	161	0	158	27	3	0	0
12604	GX074-67-12052864	0	99	4	4	0	0	306	0	0	400	395	0	0	0	145	391	199	0	0	51	0	0	347	0	0	0
12604	GX092-97-13045994	0	59	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	4	0	0	147	0	0
12604	GX102-53-3383240	0	0	0	0	0	0	0	0	366	347	352	384	162	0	0	0	0	207	0	0	3	0	412	134	0	0
12604	GX141-03-13600547	0	0	205	192	14	7	4	0	4	2	84	3	36	0	192	1	21	224	22	148	0	0	4	29	0	0
12604	GX141-06-0025125	0	0	0	0	56	75	205	0	21	56	178	30	110	0	245	128	27	226	1	158	0	301	160	93	0	0
12604	GX168-56-11575926	0	116	45	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0
12604	GX178-81-7456481	0	0	32	45	113	0	21	0	14	37	9	5	3	0	36	18	0	244	212	77	0	93	23	2	0	0
12604	GX200-74-6235321	0	0	0	0	147	0	292	0	141	213	296	136	0	0	390	223	176	252	60	359	0	0	287	0	0	0
